flex1,flex2,flex3,flex4,flex5,accelX,accelY,accelZ,gyroX,gyroY,gyroZ,label
0.0,331.0,429.0,2487.0,16.0,13332.0,-1004.0,10816.0,-877.0,-480.0,-105.0,a
0.0,339.0,434.0,2481.0,16.0,13188.0,-900.0,10524.0,-908.0,-204.0,4.0,a
4.0,330.0,426.0,2480.0,15.0,13060.0,-576.0,10532.0,-584.0,-403.0,-90.0,a
0.0,322.0,422.0,2485.0,19.0,13184.0,-772.0,10496.0,-606.0,-407.0,11.0,a
0.0,320.0,429.0,2480.0,16.0,13020.0,-596.0,10428.0,-1039.0,-220.0,135.0,a
0.0,349.0,412.0,2507.0,16.0,12904.0,-912.0,10704.0,-790.0,-391.0,49.0,a
0.0,334.0,437.0,2487.0,16.0,13028.0,-872.0,10500.0,-907.0,-229.0,85.0,a
0.0,343.0,437.0,2480.0,25.0,12868.0,-832.0,10560.0,-747.0,-340.0,67.0,a
27.0,338.0,433.0,2527.0,19.0,13124.0,-648.0,10644.0,-668.0,-549.0,-27.0,a
0.0,345.0,425.0,2509.0,5.0,13092.0,-852.0,10584.0,-914.0,-157.0,-2.0,a
0.0,333.0,429.0,2471.0,17.0,13136.0,-764.0,10312.0,-612.0,-534.0,-95.0,a
0.0,336.0,432.0,2489.0,9.0,12892.0,-816.0,10652.0,-1015.0,-175.0,256.0,a
0.0,330.0,432.0,2483.0,21.0,13044.0,-836.0,10552.0,-1028.0,-389.0,15.0,a
0.0,337.0,432.0,0.0,26.0,12960.0,-528.0,10552.0,-767.0,-327.0,-9.0,a
0.0,335.0,432.0,0.0,23.0,13208.0,-568.0,10440.0,-573.0,-459.0,-28.0,a
0.0,334.0,424.0,0.0,21.0,13084.0,-900.0,10540.0,-879.0,-332.0,-16.0,a
0.0,306.0,420.0,0.0,35.0,12952.0,-812.0,10748.0,-347.0,-619.0,-28.0,a
0.0,314.0,422.0,0.0,27.0,13172.0,-432.0,10716.0,-869.0,-193.0,212.0,a
0.0,322.0,419.0,0.0,32.0,12848.0,-912.0,10792.0,-405.0,-355.0,44.0,a
0.0,317.0,432.0,0.0,22.0,13348.0,-732.0,10648.0,-817.0,-457.0,-162.0,a
0.0,334.0,436.0,0.0,30.0,13356.0,-384.0,10532.0,-925.0,-324.0,110.0,a
0.0,339.0,435.0,2487.0,32.0,13076.0,-620.0,10168.0,-1247.0,-140.0,187.0,a
3.0,336.0,430.0,2480.0,10.0,12960.0,-680.0,10400.0,-175.0,-386.0,97.0,a
0.0,325.0,446.0,2496.0,33.0,12892.0,-1068.0,10580.0,-999.0,24.0,283.0,a
0.0,334.0,433.0,2479.0,16.0,13012.0,-652.0,10412.0,-453.0,-691.0,-216.0,a
0.0,327.0,432.0,2502.0,18.0,13128.0,-760.0,10444.0,-689.0,-362.0,38.0,a
0.0,336.0,448.0,2480.0,37.0,12944.0,-860.0,10796.0,-516.0,-462.0,98.0,a
0.0,339.0,442.0,2493.0,39.0,12992.0,-780.0,10532.0,-594.0,-352.0,-38.0,a
0.0,331.0,445.0,2505.0,20.0,13080.0,-716.0,10384.0,-753.0,-367.0,-38.0,a
0.0,350.0,434.0,2487.0,24.0,13092.0,-520.0,10628.0,-501.0,-482.0,27.0,a
0.0,337.0,432.0,2490.0,32.0,13148.0,-640.0,10612.0,-608.0,-502.0,-80.0,a
0.0,331.0,439.0,2495.0,25.0,12876.0,-796.0,10628.0,-948.0,-127.0,80.0,a
0.0,339.0,436.0,2483.0,43.0,13124.0,-428.0,10540.0,-907.0,-232.0,124.0,a
0.0,321.0,433.0,2497.0,30.0,13120.0,-376.0,10620.0,-347.0,-810.0,-165.0,a
10.0,333.0,443.0,2496.0,18.0,13208.0,-592.0,10484.0,-806.0,-284.0,113.0,a
0.0,322.0,435.0,2506.0,38.0,12920.0,-904.0,10772.0,-524.0,-599.0,-186.0,a
0.0,323.0,437.0,2497.0,25.0,13084.0,-540.0,10740.0,-512.0,-682.0,-94.0,a
0.0,334.0,432.0,2482.0,21.0,13192.0,-452.0,10772.0,-1115.0,-20.0,350.0,a
0.0,347.0,437.0,2486.0,19.0,13128.0,-556.0,10620.0,-751.0,-350.0,-44.0,a
0.0,338.0,446.0,2483.0,25.0,12932.0,-652.0,10608.0,-602.0,-188.0,294.0,a
0.0,336.0,450.0,2491.0,27.0,13124.0,-736.0,10184.0,-375.0,-350.0,287.0,a
0.0,327.0,437.0,2495.0,23.0,13252.0,-300.0,10480.0,-933.0,-354.0,-102.0,a
0.0,324.0,439.0,2481.0,31.0,12984.0,-752.0,10308.0,-761.0,-226.0,398.0,a
0.0,330.0,445.0,2507.0,35.0,13340.0,-296.0,10552.0,-327.0,-411.0,82.0,a
0.0,323.0,438.0,2487.0,19.0,13304.0,-704.0,10588.0,-986.0,-373.0,-66.0,a
71.0,0.0,350.0,2493.0,35.0,13468.0,312.0,10132.0,-236.0,-381.0,-251.0,s
114.0,3.0,353.0,2494.0,14.0,13368.0,184.0,10104.0,-803.0,-214.0,-42.0,s
177.0,0.0,353.0,2500.0,48.0,13184.0,-116.0,10480.0,-909.0,-402.0,66.0,s
191.0,0.0,356.0,2493.0,32.0,13220.0,-268.0,10352.0,-706.0,-337.0,125.0,s
128.0,16.0,363.0,2499.0,26.0,13100.0,-60.0,10536.0,-905.0,-343.0,-84.0,s
85.0,6.0,362.0,2499.0,26.0,13244.0,-80.0,10072.0,-894.0,-212.0,3.0,s
26.0,0.0,361.0,2506.0,33.0,13168.0,-88.0,10660.0,-598.0,-195.0,13.0,s
48.0,0.0,367.0,2506.0,34.0,13056.0,-252.0,10388.0,-775.0,-375.0,-18.0,s
118.0,2.0,367.0,2493.0,26.0,13120.0,-496.0,10548.0,-1132.0,-309.0,-55.0,s
149.0,0.0,365.0,2489.0,29.0,13064.0,-260.0,10596.0,-974.0,-280.0,-83.0,s
148.0,4.0,356.0,2511.0,50.0,13096.0,-52.0,10208.0,-600.0,-459.0,52.0,s
87.0,0.0,368.0,2507.0,18.0,12928.0,-488.0,10564.0,-682.0,-314.0,61.0,s
42.0,0.0,368.0,2495.0,30.0,13152.0,-224.0,10228.0,-797.0,-406.0,-26.0,s
50.0,0.0,375.0,2493.0,57.0,13008.0,-60.0,10384.0,-867.0,-262.0,68.0,s
85.0,0.0,357.0,2490.0,25.0,13040.0,-344.0,10520.0,-617.0,-430.0,160.0,s
116.0,0.0,361.0,2483.0,32.0,12996.0,-104.0,10516.0,-708.0,-440.0,16.0,s
148.0,0.0,359.0,2503.0,12.0,12952.0,-244.0,10688.0,-1613.0,-88.0,-134.0,s
134.0,0.0,354.0,2497.0,48.0,13088.0,-452.0,10748.0,-939.0,-150.0,-68.0,s
99.0,0.0,359.0,2495.0,22.0,12924.0,-40.0,10700.0,-849.0,-493.0,-109.0,s
67.0,0.0,359.0,2496.0,42.0,12880.0,-528.0,10880.0,-653.0,-486.0,-62.0,s
78.0,0.0,348.0,2490.0,22.0,12988.0,-460.0,10652.0,-695.0,-286.0,67.0,s
127.0,0.0,336.0,2498.0,31.0,12960.0,-608.0,10508.0,-1079.0,-442.0,-90.0,s
161.0,2.0,346.0,2485.0,35.0,12980.0,-488.0,10324.0,-656.0,-352.0,40.0,s
195.0,6.0,329.0,2496.0,37.0,13044.0,-224.0,10504.0,-410.0,-404.0,-28.0,s
156.0,1.0,339.0,2494.0,19.0,13016.0,-336.0,10928.0,-600.0,-265.0,90.0,s
93.0,0.0,327.0,2503.0,27.0,12844.0,-568.0,10820.0,-638.0,-461.0,21.0,s
71.0,9.0,336.0,2487.0,22.0,12900.0,-636.0,10740.0,-447.0,-295.0,122.0,s
83.0,0.0,331.0,2498.0,32.0,12880.0,-544.0,10572.0,-834.0,-187.0,135.0,s
139.0,0.0,337.0,2508.0,48.0,13000.0,-248.0,10632.0,-1185.0,-363.0,10.0,s
167.0,7.0,339.0,2493.0,18.0,13016.0,-148.0,10364.0,-626.0,-349.0,104.0,s
176.0,14.0,336.0,2511.0,37.0,12852.0,-480.0,10552.0,-471.0,-509.0,85.0,s
133.0,0.0,320.0,2503.0,0.0,12904.0,-776.0,10628.0,-936.0,-354.0,112.0,s
104.0,0.0,336.0,2507.0,31.0,12900.0,-472.0,10672.0,-309.0,-355.0,116.0,s
90.0,16.0,336.0,2491.0,35.0,13064.0,-392.0,10724.0,-884.0,-387.0,-34.0,s
93.0,16.0,335.0,2490.0,17.0,12824.0,-308.0,10524.0,-629.0,-402.0,230.0,s
146.0,9.0,358.0,2467.0,43.0,12924.0,-212.0,10728.0,-808.0,-431.0,-6.0,s
178.0,16.0,364.0,2494.0,31.0,12988.0,-332.0,10804.0,-905.0,-422.0,-47.0,s
175.0,0.0,343.0,2496.0,49.0,12776.0,-472.0,10688.0,-537.0,-351.0,90.0,s
133.0,5.0,358.0,2459.0,27.0,12936.0,-528.0,10712.0,-940.0,-311.0,13.0,s
85.0,0.0,346.0,2512.0,51.0,12792.0,-568.0,10652.0,-905.0,-335.0,2.0,s
70.0,4.0,352.0,2505.0,54.0,12852.0,-364.0,10748.0,-838.0,-363.0,85.0,s
91.0,19.0,347.0,2495.0,31.0,12952.0,-444.0,10776.0,-771.0,-524.0,4.0,s
162.0,15.0,332.0,2493.0,48.0,12820.0,-420.0,10976.0,-1372.0,-303.0,-75.0,s
208.0,0.0,325.0,2502.0,44.0,13012.0,-356.0,10480.0,-839.0,-346.0,52.0,s
161.0,8.0,337.0,2496.0,43.0,12852.0,-504.0,10688.0,-784.0,-384.0,-44.0,s
112.0,0.0,348.0,2498.0,18.0,13028.0,-724.0,10768.0,-604.0,-372.0,90.0,s
74.0,0.0,342.0,2499.0,23.0,12808.0,-272.0,10672.0,-608.0,-349.0,-23.0,s
64.0,0.0,339.0,2499.0,34.0,12916.0,-484.0,10844.0,-1030.0,-169.0,-42.0,s
112.0,0.0,346.0,2495.0,10.0,12980.0,-532.0,10508.0,-718.0,-424.0,15.0,s
159.0,0.0,355.0,2489.0,18.0,12884.0,-480.0,10756.0,-1108.0,-331.0,-27.0,s
59.0,343.0,405.0,0.0,33.0,-360.0,-1120.0,16856.0,-895.0,-323.0,-603.0,h
64.0,345.0,395.0,0.0,34.0,16.0,-1388.0,16636.0,-770.0,-504.0,86.0,h
102.0,334.0,400.0,0.0,22.0,-72.0,-1628.0,16428.0,-573.0,-425.0,83.0,h
126.0,334.0,406.0,0.0,14.0,-28.0,-1600.0,16472.0,-1291.0,-346.0,-397.0,h
158.0,343.0,400.0,0.0,31.0,-120.0,-1700.0,16312.0,-586.0,-641.0,-136.0,h
125.0,338.0,400.0,0.0,30.0,-324.0,-1324.0,16168.0,-487.0,-5.0,287.0,h
69.0,331.0,407.0,0.0,29.0,-276.0,-1516.0,16344.0,-468.0,-291.0,78.0,h
39.0,334.0,420.0,0.0,31.0,-188.0,-1056.0,16128.0,-612.0,-391.0,176.0,h
64.0,336.0,428.0,0.0,34.0,-76.0,-1468.0,16320.0,-338.0,-404.0,138.0,h
103.0,336.0,413.0,0.0,16.0,-44.0,-1376.0,16224.0,-608.0,-504.0,75.0,h
138.0,325.0,412.0,0.0,23.0,-16.0,-1256.0,16300.0,-511.0,-395.0,5.0,h
141.0,342.0,423.0,0.0,18.0,-68.0,-968.0,16276.0,-762.0,-310.0,8.0,h
96.0,339.0,416.0,0.0,14.0,-108.0,-1288.0,15900.0,-1120.0,-269.0,141.0,h
59.0,327.0,407.0,0.0,16.0,32.0,-1060.0,16112.0,-609.0,-104.0,64.0,h
48.0,316.0,417.0,0.0,30.0,-76.0,-1332.0,16056.0,-646.0,-625.0,-59.0,h
73.0,350.0,430.0,0.0,33.0,48.0,-1252.0,16084.0,-435.0,-120.0,160.0,h
112.0,336.0,427.0,0.0,30.0,-184.0,-1044.0,16196.0,-443.0,-183.0,256.0,h
167.0,336.0,409.0,0.0,32.0,-100.0,-1384.0,16420.0,-573.0,-505.0,-47.0,h
131.0,341.0,429.0,0.0,12.0,-272.0,-1428.0,16248.0,-748.0,-426.0,24.0,h
80.0,336.0,423.0,0.0,21.0,64.0,-1200.0,15716.0,-746.0,105.0,178.0,h
58.0,342.0,423.0,0.0,22.0,-188.0,-1156.0,16232.0,-238.0,-371.0,41.0,h
68.0,335.0,417.0,0.0,16.0,-36.0,-1112.0,16420.0,-589.0,-684.0,33.0,h
51.0,330.0,420.0,0.0,20.0,-176.0,-1144.0,16600.0,-264.0,-587.0,45.0,h
119.0,339.0,426.0,0.0,14.0,-116.0,-1204.0,16352.0,-635.0,-547.0,-25.0,h
133.0,343.0,424.0,0.0,28.0,-12.0,-1080.0,16208.0,-400.0,-235.0,-165.0,h
103.0,334.0,415.0,0.0,27.0,-108.0,-1012.0,16452.0,-851.0,-406.0,-22.0,h
52.0,334.0,422.0,0.0,38.0,-276.0,-1052.0,16312.0,-976.0,-427.0,40.0,h
16.0,324.0,421.0,0.0,40.0,-172.0,-1236.0,16204.0,-655.0,-307.0,42.0,h
50.0,336.0,435.0,0.0,28.0,-164.0,-1324.0,16492.0,-850.0,-418.0,-106.0,h
80.0,331.0,435.0,0.0,16.0,-264.0,-696.0,16524.0,-702.0,-331.0,30.0,h
114.0,320.0,427.0,0.0,20.0,-76.0,-1184.0,16524.0,-688.0,-544.0,188.0,h
117.0,336.0,423.0,0.0,18.0,-288.0,-668.0,16184.0,-556.0,-298.0,118.0,h
80.0,342.0,432.0,0.0,16.0,-80.0,-1068.0,16088.0,-481.0,-273.0,110.0,h
51.0,320.0,429.0,0.0,4.0,-136.0,-884.0,16376.0,-853.0,-398.0,-10.0,h
54.0,333.0,434.0,0.0,22.0,-336.0,-1108.0,16124.0,-974.0,-133.0,-99.0,h
74.0,342.0,434.0,0.0,15.0,-292.0,-1220.0,15968.0,-821.0,-338.0,-55.0,h
131.0,342.0,442.0,0.0,18.0,-100.0,-1220.0,16220.0,-1052.0,-256.0,-18.0,h
145.0,332.0,432.0,0.0,17.0,-320.0,-1320.0,16296.0,-412.0,-394.0,121.0,h
150.0,342.0,434.0,0.0,16.0,-292.0,-1220.0,16124.0,-414.0,-422.0,-11.0,h
103.0,327.0,437.0,0.0,28.0,-208.0,-852.0,15936.0,-592.0,-391.0,126.0,h
61.0,336.0,432.0,0.0,26.0,-412.0,-1112.0,16280.0,-674.0,-603.0,-105.0,h
52.0,347.0,443.0,0.0,33.0,-268.0,-1152.0,16116.0,-854.0,-529.0,-42.0,h
99.0,341.0,435.0,0.0,20.0,-292.0,-1032.0,16428.0,-517.0,-488.0,61.0,h
134.0,336.0,435.0,0.0,15.0,-296.0,-1512.0,16424.0,-731.0,-581.0,320.0,h
156.0,329.0,436.0,0.0,16.0,-208.0,-1512.0,16120.0,-1128.0,-52.0,-90.0,h
138.0,336.0,438.0,0.0,16.0,-252.0,-1144.0,16264.0,-688.0,-448.0,-176.0,h
78.0,348.0,442.0,0.0,39.0,-520.0,-1320.0,16200.0,-745.0,-289.0,206.0,h
49.0,332.0,439.0,0.0,35.0,-148.0,-1204.0,16388.0,-553.0,-498.0,102.0,h
49.0,336.0,439.0,0.0,21.0,-492.0,-1420.0,16344.0,-912.0,-285.0,89.0,h
91.0,336.0,447.0,0.0,37.0,-212.0,-1068.0,16192.0,-481.0,-354.0,74.0,h
117.0,0.0,0.0,2503.0,256.0,13504.0,136.0,9984.0,-1133.0,-505.0,-406.0,yashas
161.0,0.0,0.0,2494.0,272.0,13620.0,324.0,9756.0,-814.0,-236.0,-141.0,yashas
145.0,0.0,0.0,2502.0,269.0,13320.0,144.0,10064.0,-940.0,-284.0,-104.0,yashas
101.0,0.0,0.0,2497.0,265.0,13240.0,136.0,10652.0,-461.0,-408.0,23.0,yashas
65.0,0.0,0.0,2498.0,272.0,13392.0,276.0,10092.0,-974.0,-354.0,155.0,yashas
65.0,0.0,0.0,2512.0,283.0,13112.0,20.0,10304.0,-998.0,-449.0,-24.0,yashas
93.0,0.0,0.0,2493.0,282.0,13448.0,600.0,10240.0,-838.0,-569.0,-4.0,yashas
139.0,1.0,0.0,2517.0,271.0,13440.0,372.0,10152.0,-929.0,-374.0,-69.0,yashas
182.0,0.0,0.0,2496.0,272.0,13332.0,192.0,10248.0,-820.0,-482.0,-172.0,yashas
144.0,5.0,0.0,2482.0,285.0,13324.0,492.0,9956.0,-620.0,-437.0,14.0,yashas
95.0,0.0,0.0,2501.0,285.0,13264.0,292.0,10100.0,-818.0,-427.0,-27.0,yashas
52.0,0.0,0.0,2493.0,260.0,13428.0,456.0,10264.0,-763.0,-363.0,-107.0,yashas
76.0,0.0,4.0,2503.0,275.0,13384.0,292.0,10240.0,-659.0,-414.0,99.0,yashas
103.0,0.0,0.0,2486.0,273.0,13360.0,368.0,10272.0,-961.0,-310.0,-103.0,yashas
164.0,0.0,0.0,2500.0,288.0,13348.0,728.0,10192.0,-634.0,-357.0,-2.0,yashas
153.0,0.0,0.0,2513.0,282.0,13240.0,112.0,10288.0,-865.0,-216.0,42.0,yashas
129.0,0.0,2.0,2496.0,290.0,13344.0,324.0,10044.0,-640.0,-373.0,-26.0,yashas
71.0,0.0,0.0,2514.0,288.0,13488.0,368.0,9908.0,-798.0,-496.0,13.0,yashas
53.0,0.0,0.0,2509.0,272.0,13360.0,360.0,10060.0,-693.0,-359.0,14.0,yashas
86.0,0.0,0.0,2503.0,277.0,13320.0,564.0,10304.0,-679.0,-422.0,0.0,yashas
128.0,0.0,0.0,2506.0,276.0,13372.0,300.0,9964.0,-580.0,-352.0,31.0,yashas
184.0,0.0,0.0,2512.0,284.0,13184.0,156.0,10296.0,-688.0,-323.0,-88.0,yashas
154.0,0.0,0.0,2503.0,287.0,13468.0,440.0,10280.0,-632.0,-451.0,56.0,yashas
96.0,0.0,0.0,2485.0,276.0,13260.0,116.0,9772.0,-374.0,-439.0,25.0,yashas
70.0,0.0,3.0,2491.0,293.0,13408.0,608.0,10312.0,-891.0,-345.0,-34.0,yashas
67.0,0.0,0.0,2502.0,286.0,13308.0,364.0,10388.0,-605.0,-442.0,112.0,yashas
110.0,0.0,0.0,2513.0,281.0,13412.0,400.0,10092.0,-698.0,-348.0,-41.0,yashas
145.0,0.0,0.0,2482.0,300.0,13268.0,212.0,10176.0,-569.0,-294.0,26.0,yashas
169.0,0.0,0.0,2502.0,287.0,13304.0,392.0,10168.0,-559.0,-555.0,-10.0,yashas
145.0,0.0,2.0,2505.0,289.0,13440.0,552.0,10384.0,-846.0,-512.0,-87.0,yashas
95.0,0.0,10.0,2502.0,298.0,13368.0,208.0,10184.0,-550.0,-465.0,-18.0,yashas
65.0,0.0,0.0,2506.0,284.0,13364.0,220.0,10200.0,-713.0,-335.0,106.0,yashas
80.0,0.0,0.0,2510.0,277.0,13328.0,124.0,10420.0,-932.0,-416.0,-124.0,yashas
126.0,0.0,1.0,2497.0,281.0,13360.0,440.0,9940.0,-764.0,-330.0,-26.0,yashas
166.0,0.0,0.0,2505.0,294.0,13428.0,452.0,10164.0,-999.0,-208.0,32.0,yashas
152.0,0.0,0.0,2499.0,283.0,13280.0,332.0,10436.0,-445.0,-626.0,55.0,yashas
112.0,0.0,0.0,2481.0,286.0,13252.0,96.0,10404.0,-676.0,-436.0,42.0,yashas
70.0,0.0,3.0,2487.0,283.0,13424.0,220.0,10240.0,-758.0,-209.0,12.0,yashas
74.0,0.0,0.0,2485.0,288.0,13332.0,344.0,10172.0,-812.0,-335.0,-48.0,yashas
96.0,0.0,0.0,2493.0,291.0,13432.0,316.0,10036.0,-1109.0,-289.0,-26.0,yashas
129.0,0.0,1.0,2487.0,282.0,13460.0,380.0,10096.0,-751.0,-413.0,-23.0,yashas
164.0,0.0,0.0,2487.0,280.0,13248.0,300.0,10268.0,-661.0,-338.0,122.0,yashas
139.0,0.0,0.0,2507.0,298.0,13356.0,92.0,10288.0,-549.0,-603.0,-48.0,yashas
99.0,0.0,0.0,2505.0,267.0,13248.0,268.0,10368.0,-740.0,-199.0,7.0,yashas
62.0,0.0,0.0,2489.0,274.0,13492.0,380.0,10068.0,-753.0,-381.0,75.0,yashas
93.0,0.0,0.0,2485.0,284.0,13356.0,328.0,10288.0,-646.0,-501.0,-35.0,yashas
112.0,0.0,1.0,2493.0,290.0,13380.0,268.0,10176.0,-699.0,-440.0,76.0,yashas
151.0,0.0,1.0,2493.0,291.0,13376.0,28.0,10236.0,-499.0,-430.0,27.0,yashas
140.0,0.0,6.0,2502.0,290.0,13372.0,196.0,10288.0,-570.0,-231.0,46.0,yashas
129.0,0.0,4.0,2496.0,291.0,13524.0,156.0,10068.0,-937.0,-598.0,41.0,yashas
